Order_ID,Customer_ID,Restaurant_ID,City,Cuisine_Type,Platform,Payment_Mode,Weather_Condition,Order_Status,Order_Amount_INR,Delivery_Fee_INR,Discount_Applied_INR,Customer_Rating,Delivery_Time_Minutes,Distance_KM,Items_Ordered,Customer_Age,Restaurant_Avg_Rating,Is_Repeat_Customer,Order_Date_Only,Order_Time_Only
ORD580412,CUST5483,REST953,Mumbai,Unknown,Zomato,UPI,Humid,Delayed,648.82,72.1,212.17,1.6,76.0,7.67,2,42.282985339848956,2.4,0,2023-12-12,23:31:53
ORD286266,CUST2877,REST743,Kolkata,Continental,Zomato,Wallet,Humid,Delivered,1231.65,16.67,146.52,2.6,101.0,0.59,4,39.0,4.0,1,2023-01-03,04:51:58
ORD413305,CUST1578,REST186,Delhi,Desserts,Zomato,Wallet,Sunny,Cancelled,422.05,48.62,120.07,2.9,100.0,12.54,6,55.0,3.7,1,2023-02-20,12:04:00
ORD205896,CUST1475,REST260,Mumbai,Biryani,Swiggy,Wallet,Humid,Returned,529.17,53.3,292.63,4.4,107.0,3.42,1,56.0,3.8,0,2022-07-13,08:45:52
ORD636141,CUST6410,REST420,Hyderabad,Continental,Direct App,UPI,Rainy,Returned,2131.72,50.61,233.03,1.5,62.0,4.55,1,26.0,4.5,1,2023-01-07,17:39:21
ORD344068,CUST6118,REST610,Kolkata,Street Food,Magicpin,Cash,Humid,Delayed,314.58,46.37,42.18,3.2,65.0,7.67,7,36.0,3.7,0,2022-05-23,12:58:27
ORD597126,CUST2387,REST511,Pune,Mughlai,Zomato,Wallet,Windy,Delayed,1990.82,53.42,72.71,2.1,25.0,3.96,7,44.0,4.4,0,2023-01-25,07:14:35
ORD550179,CUST6824,REST931,Delhi,Desserts,Magicpin,Cash,Windy,Partial Refund,2219.95,63.44,37.5,1.6,68.0,6.93,1,53.0,4.0,0,2022-02-27,12:11:28
ORD514186,CUST9991,REST370,Bangalore,Mughlai,Direct App,Debit Card,Rainy,Delayed,1330.14,16.36,43.31,1.8,49.0,7.94,3,59.0,2.7,0,2023-10-31,02:10:10
ORD611751,CUST1193,REST419,Ahmedabad,Street Food,Zomato,UPI,Windy,Returned,2238.29,51.4,239.81,1.9,106.0,6.18,9,39.0,2.8,1,2024-04-16,00:32:24
ORD459743,CUST4992,REST169,Bangalore,Continental,Direct App,Cash,Rainy,Partial Refund,2069.84,79.52,259.42,3.2,64.0,8.66,3,44.0,4.7,0,2023-08-18,06:11:20
ORD672547,CUST5556,REST963,Bangalore,Fast Food,Dotpe,Debit Card,Cloudy,Partial Refund,626.65,5.34,264.95,3.2,86.0,8.17,5,54.0,4.6,1,2022-04-13,09:22:19
ORD355761,CUST3406,REST322,Ahmedabad,Desserts,Zomato,Wallet,Windy,Cancelled,2089.68,53.03,223.89,3.0,13.0,2.24,5,59.0,2.3,1,2023-04-20,02:20:24
ORD746081,CUST6172,REST898,Bangalore,North Indian,Swiggy,UPI,Sunny,Partial Refund,1210.79,23.77,138.92,2.6,102.0,4.65,9,34.0,3.7,1,2023-05-23,17:41:41
ORD406849,CUST4580,REST667,Ahmedabad,Italian,Magicpin,Debit Card,Sunny,Cancelled,1058.96,62.38,13.18,3.6,26.0,2.59,10,22.0,4.7,0,2022-11-06,16:42:17
ORD838253,CUST6792,REST775,Kolkata,South Indian,Dotpe,Credit Card,Humid,Returned,1236.34,25.49,241.8,2.4,29.0,10.59,7,46.0,3.8,1,2023-01-20,03:23:23
ORD465249,CUST3276,REST310,Bangalore,Fast Food,Zomato,Cash,Humid,Delayed,664.83,58.51,85.73,4.4,11.0,8.1,7,43.0,4.9,1,2022-03-06,23:29:34
ORD475623,CUST6621,REST138,Bangalore,Biryani,Magicpin,COD,Windy,Returned,1471.31,72.31,62.19,4.2,120.0,1.93,7,59.0,4.7,1,2023-08-12,17:44:43
ORD501312,CUST8752,REST983,Pune,Continental,Swiggy,UPI,Sunny,Delivered,948.62,18.11,228.18,1.2,79.0,6.89,2,40.0,4.4,1,2022-07-04,00:11:39
ORD985364,CUST7152,REST352,Ahmedabad,Desserts,Direct App,Cash,Humid,Delivered,325.78,13.34,208.22,3.9,80.0,5.9,3,42.282985339848956,4.7,0,2023-08-10,10:05:02
ORD478356,CUST7793,REST935,Bangalore,Chinese,Zomato,Credit Card,Rainy,Delayed,654.16,55.02,145.035,1.4,115.0,7.67,1,18.0,2.9,0,2023-11-16,10:39:42
ORD578933,CUST7002,REST412,Bangalore,North Indian,Dotpe,Wallet,Cloudy,Delayed,1533.54,55.85,104.79,1.5,14.0,0.53,2,62.0,2.6,1,2022-11-06,11:20:52
ORD346415,CUST1022,REST713,Pune,North Indian,Magicpin,Wallet,Rainy,Cancelled,1799.82,49.74,137.32,4.2,49.0,9.47,1,46.0,4.2,1,2023-10-04,01:43:54
ORD541557,CUST2738,REST989,Pune,South Indian,Swiggy,Cash,Cloudy,Returned,636.31,65.68,124.49,4.7,99.0,4.45,8,34.0,2.8,0,2024-04-17,16:05:53
ORD158624,CUST9582,REST704,Kolkata,North Indian,Swiggy,UPI,Sunny,Partial Refund,514.0,54.5,181.05,3.9,73.0,2.29,3,27.0,3.6,0,2024-05-31,17:25:17
ORD532005,CUST5792,REST136,Bangalore,Chinese,Zomato,Credit Card,Cloudy,Delayed,2092.6,0.61,145.035,3.8,59.0,4.33,8,52.0,3.4,0,2023-08-02,21:16:54
ORD458411,CUST2525,REST289,Bangalore,Continental,Magicpin,Wallet,Windy,Delivered,738.96,16.22,51.72,4.9,37.0,5.98,10,42.282985339848956,4.9,1,2022-05-26,04:10:44
ORD959793,CUST5920,REST220,Ahmedabad,Continental,Swiggy,Wallet,Windy,Returned,724.35,10.65,292.67,3.6,104.0,5.02,6,63.0,2.1,0,2023-08-01,01:32:28
ORD840282,CUST9908,REST977,Delhi,Fast Food,Magicpin,Wallet,Windy,Returned,2036.66,72.69,16.65,4.6,87.0,8.19,2,18.0,2.9,0,2024-06-19,23:23:59
ORD764406,CUST1533,REST538,Ahmedabad,North Indian,Swiggy,UPI,Sunny,Returned,503.51,50.3,187.03,3.2,91.0,7.96,3,50.0,2.0,0,2023-10-15,12:55:29
ORD309100,CUST9857,REST260,Ahmedabad,Mughlai,Magicpin,Wallet,Cloudy,Delayed,1629.33,54.42,161.38,3.0,67.0,6.2,6,39.0,3.6,1,2024-04-28,14:32:30
ORD408054,CUST7533,REST854,Hyderabad,Street Food,Magicpin,Wallet,Windy,Partial Refund,879.93,49.15,145.035,2.9,56.0,1.62,2,27.0,3.2,1,2023-07-18,03:51:57
ORD514812,CUST8485,REST801,Bangalore,Desserts,Dotpe,Credit Card,Sunny,Delayed,1502.55,64.99,93.05,4.5,104.0,6.1,10,58.0,4.6,0,2023-01-13,23:29:44
ORD683390,CUST9720,REST579#,Bangalore,Fast Food,Zomato,UPI,Windy,Returned,1879.5,62.55,171.86,1.2,72.0,3.05,2,48.0,4.1,1,2023-06-10,21:57:23
ORD274418,CUST3299,REST934,Mumbai,Street Food,Dotpe,COD,Cloudy,Returned,2354.79,25.87,150.56,2.0,81.0,6.04,7,24.0,2.5,1,2023-04-15,22:39:23
ORD678719,CUST5231,REST388,Delhi,Italian,Direct App,Cash,Windy,Cancelled,1643.03,67.87,67.78,5.0,11.0,12.9,9,31.0,4.9,0,2022-02-06,18:16:26
ORD898025,CUST8192,REST356,Delhi,Biryani,Zomato,Wallet,Cloudy,Cancelled,141.48,27.83,125.09,3.5,57.0,6.02,3,33.0,4.8,1,2023-03-20,20:43:03
ORD952878,CUST1881,REST690,Pune,Street Food,Swiggy,Debit Card,Cloudy,Delivered,1377.28,72.93,195.57,4.8,73.0,7.0,2,51.0,2.2,0,2023-10-09,12:05:31
ORD199326,CUST4970,REST146,Mumbai,Fast Food,Zomato,Wallet,Rainy,Partial Refund,855.89,66.53,135.04,1.4,120.0,1.87,6,60.0,2.4,0,2023-02-17,05:37:04
ORD739966,CUST6068,REST928,Pune,Street Food,Direct App,Credit Card,Rainy,Partial Refund,1788.76,48.02,145.035,2.4,95.0,7.66,2,32.0,3.6,1,2022-04-04,13:32:54
ORD502491,CUST9418,REST157,Delhi,Continental,Swiggy,Credit Card,Rainy,Partial Refund,1478.92,75.07,210.08,1.0,65.0,2.37,2,36.0,2.6,0,2022-11-24,18:00:37
ORD687360,CUST8966,REST813,Pune,North Indian,Direct App,Wallet,Windy,Delayed,253.77,4.91,49.72,2.7,42.0,9.31,8,44.0,4.9,0,2023-07-13,16:31:23
ORD454349,CUST9986,REST856,Bangalore,Italian,Dotpe,Wallet,Humid,Cancelled,2379.31,72.74,25.84,3.2,78.0,14.37,6,43.0,2.3,0,2023-10-03,15:05:47
ORD125071,CUST4104,REST277,Kolkata,South Indian,Direct App,UPI,Rainy,Returned,346.63,17.58,129.74,3.2,76.0,13.42,8,59.0,4.8,1,2022-03-03,05:46:48
ORD770318,CUST5770,REST556,Mumbai,South Indian,Swiggy,Cash,Cloudy,Cancelled,1802.66,31.43,228.09,2.1,65.0,7.21,8,42.0,4.4,0,2022-04-29,15:37:46
ORD550246,CUST9576,REST980,Kolkata,Biryani,Zomato,Debit Card,Rainy,Partial Refund,1647.06,42.53,157.3,3.6,60.0,12.16,6,25.0,3.5,0,2023-02-15,23:18:40
ORD786393,CUST4693,REST226,Mumbai,Mughlai,Dotpe,Credit Card,Humid,Returned,727.92,56.51,166.96,1.0,48.0,7.67,1,49.0,3.7,0,2022-11-14,16:48:09
ORD539740,CUST6254,REST944,Pune,Desserts,Swiggy,Wallet,Sunny,Delivered,1908.56,59.18,29.32,1.7,78.0,8.39,1,51.0,4.1,0,2023-01-15,08:20:24
ORD758015,CUST6189,REST553,Delhi,Fast Food,Magicpin,UPI,Windy,Partial Refund,353.35,75.45,145.035,4.3,68.0,6.9,8,46.0,4.6,0,2024-03-28,00:52:39
ORD718213,CUST9835,REST964,Pune,Fast Food,Magicpin,Wallet,Cloudy,Returned,267.92,9.69,195.66,1.3,109.0,11.97,4,34.0,3.0,1,2023-03-16,04:30:17
ORD308296,CUST4493,REST223,Ahmedabad,Desserts,Magicpin,Debit Card,Sunny,Delivered,2230.34,17.59,299.04,2.0,46.0,14.1,1,25.0,4.0,0,2023-01-21,07:51:56
ORD580102,CUST7406,REST365,Hyderabad,Fast Food,Swiggy,Credit Card,Sunny,Delivered,1705.56,65.13,21.58,1.1,45.0,2.64,5,20.0,2.5,0,2023-10-01,15:00:13
ORD155230,CUST2092,REST811,Mumbai,Biryani,Dotpe,Credit Card,Windy,Delayed,1231.81,15.67,0.56,3.2,36.0,12.88,1,42.282985339848956,2.1,0,2023-01-30,12:57:41
ORD162448,CUST6323,REST898,Kolkata,Desserts,Dotpe,Credit Card,Sunny,Cancelled,1862.59,39.36,228.23,4.9,29.0,2.41,9,54.0,3.9,0,2023-10-29,20:52:41
ORD522866,CUST7068,REST315,Bangalore,Street Food,Zomato,COD,Rainy,Cancelled,1434.14,58.95,37.54,3.2,114.0,4.95,1,24.0,2.9,1,2022-03-31,12:22:33
ORD484682,CUST2124,REST878,Hyderabad,Continental,Dotpe,Credit Card,Sunny,Delivered,1692.18,78.95,37.78,3.1,35.0,1.48,9,55.0,4.0,1,2022-01-31,08:12:14
ORD778827,CUST6902,REST470,Ahmedabad,Fast Food,Swiggy,Wallet,Humid,Delivered,842.45,55.09,3.46,4.0,0.0,11.87,6,41.0,4.8,1,2022-03-28,01:56:26
ORD706007,CUST4863,REST499,Chennai,South Indian,Zomato,Credit Card,Windy,Delayed,855.3,33.53,14.33,3.2,30.0,7.8,1,54.0,2.4,1,2022-05-13,23:52:57
ORD678870,CUST8227,REST400,Delhi,Chinese,Zomato,Wallet,Rainy,Delayed,1818.78,51.36,285.7,2.8,42.0,6.48,10,27.0,2.5,1,2023-12-23,18:23:49
ORD433674,CUST2494,REST397,Pune,Biryani,Dotpe,Credit Card,Sunny,Delivered,2336.75,52.44,245.29,2.0,10.0,12.01,8,33.0,3.6,0,2023-07-01,17:21:25
ORD110048,CUST6544,REST830,Kolkata,Fast Food,Zomato,Debit Card,Windy,Delayed,304.83,0.16,299.94,3.3,61.0,11.01,8,52.0,2.4,1,2023-12-11,02:07:49
ORD829066,CUST4014,REST178,Kolkata,Biryani,Dotpe,UPI,Sunny,Returned,2362.25,61.17,152.83,2.9,81.0,10.99,7,64.0,3.0,0,2022-03-20,14:04:10
ORD860413,CUST7222,REST863,Delhi,Continental,Zomato,Cash,Sunny,Delivered,2230.09,7.84,206.12,2.9,77.0,12.49,7,42.0,2.5,1,2023-12-01,14:25:41
ORD879850,CUST2686,REST718,Bangalore,South Indian,Direct App,Wallet,Cloudy,Delayed,250.86,13.21,103.75,1.7,47.0,4.25,10,51.0,4.2,1,2023-07-24,01:42:55
ORD687044,CUST7642,REST650,Pune,North Indian,Dotpe,Debit Card,Humid,Cancelled,482.21,71.49,145.035,3.3,113.0,7.67,6,19.0,4.2,0,2023-05-25,22:29:33
ORD776913,CUST7773,REST873,Kolkata,Desserts,Direct App,UPI,Rainy,Delivered,730.32,37.4,140.95,2.4,0.0,7.67,8,61.0,4.4,0,2023-11-21,15:15:22
ORD188813,CUST5127,REST394,Mumbai,Chinese,Zomato,Credit Card,Sunny,Returned,795.44,17.33,255.05,3.2,11.0,8.9,9,42.282985339848956,2.6,1,2022-12-16,01:19:26
ORD571578,CUST6570,REST980,Mumbai,Biryani,Magicpin,Wallet,Windy,Delayed,1386.08,38.87,69.12,1.2,59.0,2.15,10,28.0,4.5,0,2023-06-07,03:49:03
ORD834764,CUST5093,REST932,Pune,North Indian,Dotpe,Wallet,Windy,Delivered,617.98,69.97,267.39,1.4,35.0,5.74,6,35.0,2.3,1,2023-04-18,19:32:02
ORD429780,CUST9745,REST950#,Delhi,Biryani,Zomato,Cash,Sunny,Partial Refund,1073.57,75.01,227.8,1.6,26.0,9.18,1,50.0,2.4,0,2022-11-04,07:14:05
ORD856211,CUST5256,REST362,Ahmedabad,Chinese,Direct App,Credit Card,Humid,Returned,2120.64,48.34,208.25,1.9,111.0,11.3,3,42.282985339848956,5.0,0,2023-04-23,20:35:58
ORD865618,CUST1108,REST226,Pune,Street Food,Magicpin,Debit Card,Sunny,Delivered,1973.7,19.75,55.78,2.7,81.0,12.13,2,44.0,2.5,0,2023-10-30,15:36:36
ORD690016,CUST1831,REST277,Pune,Mughlai,Zomato,UPI,Cloudy,Delayed,2029.82,74.2,148.91,3.2,84.0,13.97,4,28.0,4.1,1,2023-05-31,15:02:57
ORD109330,CUST3224,REST422,Mumbai,Fast Food,Direct App,Debit Card,Sunny,Returned,2493.36,67.67,161.61,3.7,85.0,13.6,1,36.0,3.5,0,2022-05-03,12:06:37
ORD602514,CUST4485,REST571,Bangalore,Street Food,Magicpin,Debit Card,Rainy,Cancelled,1788.92,4.71,60.09,1.9,51.0,7.58,1,53.0,2.3,1,2022-07-23,07:29:45
ORD381631,CUST7423,REST675,Delhi,Biryani,Magicpin,Cash,Rainy,Partial Refund,621.68,52.55,193.78,3.2,113.0,7.81,1,38.0,2.2,1,2023-11-26,14:12:07
ORD529954,CUST7313,REST366,Bangalore,Desserts,Zomato,Wallet,Sunny,Delivered,1011.41,32.56,146.66,3.7,24.0,11.58,6,26.0,2.9,0,2022-05-31,22:32:01
ORD406278,CUST4304,REST609,Pune,Italian,Magicpin,Cash,Humid,Delivered,371.53,32.15,280.48,3.3,30.0,5.91,2,45.0,2.7,0,2023-02-27,02:16:24
ORD105447,CUST9335,REST304,Hyderabad,Biryani,Dotpe,UPI,Windy,Delayed,1940.27,22.23,240.46,4.3,61.0,7.67,9,28.0,3.5,0,2022-01-31,06:08:44
ORD645928,CUST7038,REST411,Pune,Fast Food,Direct App,Debit Card,Windy,Returned,2029.51,47.82,291.42,3.2,12.0,7.8,5,19.0,3.9,1,2024-04-27,12:36:10
ORD394579,CUST2438,REST638,Delhi,Chinese,Magicpin,Credit Card,Sunny,Delayed,703.46,52.98,20.1,1.6,66.0,8.95,8,35.0,3.7,1,2022-01-10,11:38:25
ORD493580,CUST4401,REST502,Mumbai,Mughlai,Magicpin,Debit Card,Humid,Delivered,2270.06,68.24,267.11,3.5,58.0,2.42,10,33.0,2.9,0,2023-05-28,03:45:44
ORD345517,CUST2284,REST706,Delhi,Street Food,Swiggy,Debit Card,Windy,Delivered,1899.97,20.04,145.035,4.7,35.0,13.68,6,32.0,4.1,0,2023-07-15,14:37:17
ORD599292,CUST4062,REST966,Delhi,Street Food,Zomato,Cash,Sunny,Cancelled,926.5,38.56,106.37,3.4,79.0,2.38,4,33.0,2.6,1,2024-05-19,17:58:13
ORD758309,CUST1887,REST883,Ahmedabad,Mughlai,Direct App,Credit Card,Sunny,Delayed,490.26,21.01,218.4,2.9,112.0,2.97,1,55.0,2.7,1,2023-07-30,15:53:01
ORD617077,CUST1096,REST863,Delhi,Fast Food,Direct App,Debit Card,Windy,Partial Refund,376.46,76.06,146.92,2.7,101.0,3.22,4,49.0,4.9,1,2022-04-21,01:45:12
ORD798435,CUST9534,REST586,Mumbai,Desserts,Swiggy,Credit Card,Sunny,Returned,1228.45,5.85,105.15,3.7,46.0,12.88,5,65.0,4.8,1,2023-06-12,23:28:02
ORD810091,CUST8917,REST994,Kolkata,Desserts,Magicpin,Debit Card,Rainy,Partial Refund,2210.86,73.84,145.035,4.2,10.0,11.14,2,52.0,4.6,1,2024-02-13,16:12:16
ORD276379,CUST9451,REST855,Ahmedabad,North Indian,Zomato,Debit Card,Windy,Partial Refund,2208.05,35.86,224.46,1.4,97.0,8.86,3,39.0,4.3,0,2022-08-23,07:22:28
ORD600905,CUST3741,REST511,Delhi,Chinese,Zomato,Cash,Sunny,Returned,725.19,79.74,186.8,1.7,30.0,3.03,1,40.0,3.3,0,2022-06-27,05:28:36
ORD187657,CUST7084,REST225,Delhi,North Indian,Zomato,Debit Card,Windy,Returned,489.37,35.34,224.52,1.3,114.0,1.56,3,36.0,3.0,1,2024-01-23,23:21:56
ORD973390,CUST9098,REST201,Bangalore,Desserts,Swiggy,Debit Card,Rainy,Delayed,2390.96,47.73,241.82,2.1,15.0,13.01,4,35.0,5.0,1,2023-11-23,10:56:52
ORD965938,CUST6339,REST823,Bangalore,Desserts,Magicpin,UPI,Sunny,Cancelled,1551.62,15.77,71.32,4.7,26.0,8.43,3,51.0,2.4,1,2024-05-31,04:24:47
ORD710610,CUST1735,REST579,Mumbai,Fast Food,Swiggy,Credit Card,Windy,Partial Refund,1885.41,19.75,283.84,3.2,89.0,7.78,10,36.0,3.0,1,2024-01-15,01:44:23
ORD305438,CUST4097,REST505,Hyderabad,Biryani,Direct App,UPI,Humid,Partial Refund,1192.42,49.6,279.47,4.1,108.0,4.42,5,49.0,4.2,1,2022-08-06,10:01:55
ORD938338,CUST1639,REST607,Ahmedabad,Italian,Zomato,Cash,Humid,Partial Refund,756.37,43.48,186.79,3.0,20.0,6.11,4,59.0,4.6,0,2023-07-20,19:09:38
ORD359822,CUST8891,REST308,Ahmedabad,Italian,Zomato,Debit Card,Rainy,Cancelled,1302.56,3.61,231.69,1.1,93.0,2.6,6,62.0,4.2,1,2024-04-25,22:45:25
ORD889245,CUST8989,REST414,Pune,Mughlai,Direct App,Debit Card,Humid,Delayed,2487.66,16.41,145.035,1.3,65.0,14.16,8,18.0,2.8,1,2022-06-16,06:35:25
ORD939767,CUST3945,REST502,Hyderabad,Street Food,Dotpe,Wallet,Sunny,Cancelled,1871.02,69.56,205.32,1.1,111.0,5.69,2,24.0,4.1,0,2023-04-16,10:07:10
ORD281614,CUST8471,REST544,Hyderabad,North Indian,Zomato,Debit Card,Humid,Delivered,1304.73,33.85,228.59,3.7,45.0,3.2,9,65.0,2.7,1,2023-03-03,08:16:34
ORD239999,CUST5945,REST274,Pune,Desserts,Swiggy,UPI,Sunny,Cancelled,101.67,34.79,49.49,1.2,54.0,8.89,7,55.0,4.4,0,2024-06-27,01:58:47
ORD913308,CUST7178,REST221#,Mumbai,Chinese,Zomato,Wallet,Windy,Delayed,180.3,69.61,39.8,3.3,17.0,5.15,3,35.0,2.1,1,2023-09-05,02:08:23
ORD578693,CUST3676,REST546,Delhi,South Indian,Magicpin,Credit Card,Sunny,Returned,619.49,74.12,224.46,4.1,120.0,1.25,7,40.0,3.4,0,2023-06-19,00:12:16
ORD422002,CUST1672,REST782,Hyderabad,Mughlai,Swiggy,Credit Card,Humid,Delayed,784.63,38.99,145.035,4.8,65.0,4.06,9,22.0,2.5,1,2024-03-01,21:27:47
ORD502181,CUST7411,REST597,Mumbai,Continental,Swiggy,Cash,Cloudy,Delivered,418.59,19.32,100.22,1.7,37.0,11.51,1,30.0,5.0,1,2024-06-09,20:45:53
ORD200575,CUST4812,REST504,Pune,Chinese,Direct App,Wallet,Cloudy,Partial Refund,2106.56,36.79,145.035,1.0,105.0,3.63,4,62.0,4.5,0,2023-11-29,09:14:51
ORD204657,CUST4860,REST257,Mumbai,Street Food,Magicpin,Wallet,Rainy,Returned,147.41,46.12,47.03,3.0,74.0,10.6,1,57.0,3.7,1,2022-06-24,07:26:49
ORD602300,CUST4787,REST366,Mumbai,North Indian,Dotpe,UPI,Humid,Partial Refund,2336.62,73.91,120.18,3.1,33.0,5.99,5,38.0,3.4,1,2024-05-14,07:00:16
ORD543940,CUST6095,REST394,Ahmedabad,Continental,Dotpe,UPI,Sunny,Returned,719.4,15.65,5.37,1.1,99.0,1.18,7,42.0,2.3,0,2024-01-01,07:54:22
ORD364955,CUST3293,REST638,Bangalore,Street Food,Direct App,UPI,Sunny,Delivered,663.8,6.66,223.46,2.6,109.0,14.72,5,40.0,2.8,0,2024-06-25,16:52:48
ORD405844,CUST8542,REST221,Pune,Chinese,Magicpin,Wallet,Sunny,Cancelled,666.32,69.37,18.77,1.7,19.0,2.04,5,58.0,2.6,1,2023-04-15,10:27:58
ORD953266,CUST2373,REST538,Bangalore,Italian,Dotpe,Cash,Windy,Cancelled,1485.77,50.56,214.94,2.4,106.0,1.07,3,53.0,4.8,1,2022-11-23,12:10:42
ORD699245,CUST9579,REST374,Bangalore,Street Food,Dotpe,Debit Card,Sunny,Returned,2037.69,52.93,108.26,2.2,102.0,12.38,9,34.0,3.2,0,2024-06-05,11:53:07
ORD664939,CUST3924,REST682,Hyderabad,Continental,Swiggy,UPI,Windy,Returned,1955.11,66.08,274.06,1.1,65.0,10.78,7,28.0,3.2,1,2022-04-17,14:16:41
ORD527865,CUST4453,REST672,Mumbai,Continental,Dotpe,Wallet,Sunny,Delivered,2276.41,16.62,297.81,3.5,65.0,7.67,2,57.0,4.9,1,2024-01-09,07:48:40
ORD574751,CUST7550,REST606,Hyderabad,Street Food,Swiggy,Debit Card,Windy,Partial Refund,2052.67,27.6,145.035,2.9,62.0,3.15,2,54.0,3.3,0,2024-04-15,01:11:24
ORD648513,CUST1237,REST459,Hyderabad,Mughlai,Magicpin,Debit Card,Sunny,Cancelled,1879.64,50.57,168.06,3.7,81.0,14.85,8,31.0,3.5,1,2024-04-18,11:42:15
ORD189870,CUST7382,REST542,Mumbai,Fast Food,Dotpe,Credit Card,Cloudy,Partial Refund,977.81,24.67,247.91,2.2,21.0,0.77,7,21.0,2.7,0,2022-01-09,03:46:43
ORD548580,CUST4530,REST608,Pune,Desserts,Magicpin,Wallet,Cloudy,Partial Refund,2458.95,44.81,145.035,3.3,63.0,9.88,8,51.0,4.2,0,2024-05-04,23:58:10
ORD390946,CUST9165,REST714,Chennai,Italian,Zomato,Wallet,Sunny,Partial Refund,1724.96,54.38,80.1,3.7,55.0,8.89,5,54.0,4.4,1,2023-11-12,14:09:06
ORD324729,CUST3278,REST628,Pune,South Indian,Swiggy,Cash,Rainy,Partial Refund,1844.01,66.3,145.035,2.6,86.0,4.09,3,42.0,4.7,0,2022-07-20,10:41:50
ORD619920,CUST6872,REST616,Mumbai,Fast Food,Swiggy,Cash,Sunny,Cancelled,1241.03,47.86,82.47,2.5,75.0,13.37,4,42.282985339848956,2.5,0,2024-03-25,17:24:00
ORD380901,CUST7642,REST410,Pune,Chinese,Magicpin,Wallet,Humid,Delayed,1947.98,79.91,37.05,4.7,51.0,7.67,6,30.0,4.3,0,2022-11-18,07:20:41
ORD956255,CUST1892,REST496,Delhi,Mughlai,Swiggy,Cash,Cloudy,Delivered,470.98,55.07,298.94,10.0,77.0,6.86,9,23.0,2.8,0,2023-12-26,07:04:37
ORD598844,CUST4898,REST742,Delhi,North Indian,Swiggy,Wallet,Sunny,Delayed,1468.91,74.89,37.65,4.0,65.0,8.81,3,23.0,3.6,1,2022-07-28,01:27:23
ORD268163,CUST8187,REST693,Mumbai,Street Food,Dotpe,Cash,Windy,Cancelled,2060.87,79.03,71.07,2.4,56.0,10.76,7,58.0,3.4,0,2023-02-11,07:24:29
ORD315780,CUST1271,REST517,Delhi,Continental,Dotpe,Credit Card,Sunny,Cancelled,495.65,15.8,63.01,3.2,54.0,7.67,9,42.282985339848956,3.6,0,2024-06-14,16:45:37
ORD782591,CUST1601,REST404,Mumbai,Fast Food,Swiggy,Credit Card,Sunny,Delivered,1242.2,61.53,267.92,3.2,45.0,3.53,6,43.0,2.5,1,2022-08-22,14:19:26
ORD498724,CUST8509,REST786,Pune,Mughlai,Direct App,Cash,Cloudy,Delayed,298.59,70.86,145.035,3.7,89.0,7.97,7,53.0,3.4,1,2022-06-16,16:27:34
ORD805668,CUST6004,REST292,Hyderabad,Mughlai,Magicpin,UPI,Sunny,Delivered,1799.85,43.71,83.33,3.2,103.0,7.67,6,38.0,3.9,1,2024-06-03,23:02:19
ORD182857,CUST7859,REST559,Delhi,Desserts,Dotpe,Wallet,Rainy,Cancelled,1347.8,30.37,202.0,4.1,65.0,14.47,1,33.0,3.6,0,2022-08-05,18:21:03
ORD146448,CUST3935,REST231,Pune,Biryani,Magicpin,Credit Card,Sunny,Returned,99.03,46.25,94.31,3.2,74.0,6.18,7,43.0,2.3,1,2024-05-11,13:04:18
ORD290926,CUST3686,REST637,Mumbai,Italian,Swiggy,Debit Card,Rainy,Partial Refund,1090.41,25.62,175.1,1.2,86.0,5.73,6,60.0,2.5,1,2023-03-03,16:34:35
ORD725850,CUST2245,REST212,Bangalore,Street Food,Swiggy,Wallet,Cloudy,Delayed,495.75,53.36,278.92,3.8,46.0,3.84,10,24.0,3.5,0,2022-12-15,07:36:29
ORD337178,CUST6629,REST178,Bangalore,Mughlai,Magicpin,Credit Card,Windy,Delivered,322.21,26.21,249.29,3.4,52.0,12.52,1,25.0,4.1,0,2024-02-02,13:17:03
ORD690984,CUST5372,REST851,Pune,Chinese,Magicpin,Wallet,Humid,Partial Refund,1954.21,28.95,145.035,4.2,18.0,7.67,1,60.0,3.7,0,2022-12-09,13:31:23
ORD216308,CUST6126,REST223,Bangalore,South Indian,Zomato,Wallet,Humid,Returned,965.1,30.75,167.21,2.9,112.0,4.47,2,37.0,4.1,1,2022-02-02,09:35:19
ORD580718,CUST5306,REST273,Kolkata,Fast Food,Direct App,Credit Card,Sunny,Cancelled,1815.57,49.65,23.89,1.3,37.0,11.51,1,42.0,3.5,0,2023-12-02,07:07:00
ORD460745,CUST5953,REST390,Bangalore,Mughlai,Dotpe,Credit Card,Rainy,Delivered,1069.88,72.59,15.92,2.8,66.0,7.67,2,23.0,2.2,0,2023-03-09,17:46:32
ORD734565,CUST5934,REST674,Kolkata,Continental,Swiggy,Wallet,Rainy,Returned,2048.36,32.52,117.66,4.8,50.0,4.78,2,60.0,4.7,0,2023-07-17,08:12:20
ORD437226,CUST5519,REST272,Hyderabad,Biryani,Magicpin,Wallet,Humid,Partial Refund,886.36,11.32,112.13,2.0,56.0,5.38,3,56.0,2.2,1,2023-10-29,14:28:12
