Order_ID,Customer_ID,Restaurant_ID,Order_Date,City,Cuisine_Type,Platform,Payment_Mode,Weather_Condition,Order_Status,Order_Amount_INR,Delivery_Fee_INR,Discount_Applied_INR,Customer_Rating,Delivery_Time_Minutes,Distance_KM,Items_Ordered,Customer_Age,Restaurant_Avg_Rating,Is_Repeat_Customer,Unnamed: 21,Unnamed: 22,_temp_flag
ORD827356,CUST2593,REST615,2022-06-09 09:07:38,Chennai,Desserts,Swiggy,Debit Card,,Delivered,2025.42,29.19,178.02,4.0,78,4.43,5,55,3.1,0,,,
ORD572908,CUST2642,REST842,2022-03-20 00:16:37,Delhi,Biryani,Swiggy,Credit Card,Humid,Delivered,116.03,14.04,159.85,4.5,27,1.3,3,41,3.8,0,,,
ORD409963,CUST1232,REST263,2024-02-12 15:18:28,Kolkata,Continental,Zomato,Wallet,Windy,Delayed,2433.37,6.81,188.72,2.9,91,6.29,4,18,3.7,0,,,
ORD304915,CUST5979,REST520,2024-02-11 15:20:07,Chennai,Continental,DotPe,Wallet,Rainy,Delivered,1607.86,55.9,253.92,,53,11.45,4,64,2.8,0,,,
ORD909652,CUST7093,REST863,2022-04-04 21:44:37,Mumbai,South Indian,Direct App,Cash,,Delivered,2472.33,59.95,219.12,4.9,108,11.21,1,63,3.5,0,,,0
ORD631553,CUST8452,REST379,2023-01-10 07:56:42,Delhi,Desserts,MagicPin,UPI,Humid,Delayed,1781.99,19.39,78.8,3.4,47,7.53,3,25,2.4,1,,,0
ORD348041,CUST1483,REST564,2024/01/09,Chennai,Biryani,Swiggy,UPI,Rainy,Partial Refund,1850.87,30.39,241.03,99,64,12.49,8,64,3.7,1,,,1
ORD267378,CUST6395,REST793,2024-04-04 01:49:41,Ahmedabad,Italian,MagicPin,Wallet,Windy,Cancelled,205.43,50.47,33.92,2.9,24,11.87,4,32,3.1,0,,,
ORD618746,CUST5581,REST812,2023-06-13 16:45:06,Hyderabad,Continental,Swiggy,Cash,Humid,Partial Refund,2142.27,45.77,215.48,3.8,112,8.98,5,24,2.2,1,,,
ORD375097,CUST1019,REST184,2023-04-26 10:58:04,N/A,Biryani,DotPe,UPI,Windy,Returned,499.42,70.15,,,89,,4,28,2.6,1,,,1
ORD753404,CUST6041,REST845,2024-04-11 07:55:22,Pune,Mughlai,MagicPin,Credit Card,Windy,Cancelled,318.75,67.69,,1.9,25,4.47,1,26,4.9,0,,,0
ORD253347,CUST9871,REST391,2024-06-13 11:15:28,null,North Indian,Direct App,Wallet,Cloudy,Cancelled,523.71,5.82,151.52,3.2,92,4.12,2,43,4.0,0,,,
ORD823975,CUST6985,REST160,2023-10-27 09:19:26,Mumbai,Desserts,DotPe,Debit Card,Windy,Partial Refund,159.61,54.55,110.66,3.6,37,12.74,10,64,2.7,1,,,1
ORD669408,CUST8415,REST434,2022-06-06 21:36:22,New Delhi,Biryani,Zomato,Credit Card,Windy,Partial Refund,1206.56,28.61,180.28,3.1,103,8.83,3,41,4.9,1,,,
ORD454733,CUST8581,REST796,2023-11-13 21:43:11,Pune,  Chinese  ,DotPe,Cash,Humid,Delayed,1959.0,79.94,91.13,2.5,93,,1,50,2.6,1,,,1
ORD352792,CUST5094,REST364,2022-09-30 03:35:01,Delhi,South Indian,Swiggy,Credit Card,Sunny,Returned,1960.51,64.3,12.27,2.0,37,7.98,4,30,4.7,0,,,1
ORD555589,CUST4415,REST646,2023-08-19 21:07:23,Chennai,Street Food,MagicPin,UPI,Rainy,Returned,2110.22,61.83,201.89,4.5,37,3.84,7,33,3.6,0,,,
ORD472253,CUST9423,REST862,2024-04-23 20:38:00,Chennai,Italian,Direct App,Debit Card,Sunny,Cancelled,987.01,31.75,229.61,3.2,65,14.14,10,,3.6,0,,,0
ORD524965,CUST3173,REST762,2022-01-11 02:17:28,Delhi,Italian,Swiggy,Wallet,Rainy,Returned,216.1,77.5,,3.7,47,1.28,2,63,4.6,0,,,
ORD275377,CUST9536,REST250,2024-01-23 19:05:10,Mumbai ,Continental,MagicPin,UPI ,Windy,Delayed,1603.52,29.54,121.98,1.8,71,7.16,4,53,4.5,1,,,
ORD581294,CUST7518,REST646,2022-05-16 01:18:52,Pune,South Indian,Zomato,UPI,Sunny,Partial Refund,1601.42,60.04,,,59,13.96,10,,3.1,1,,,
ORD109909,CUST8870,REST782,2023-06-07 21:09:15,Delhi,Street Food,Direct App,Cash,Humid,Cancelled,1965.66,58.29,166.35,4.6,17,6.65,2,49,2.9,1,,,
ORD729094,CUST3010,REST573,2023-12-25 21:53:27,Chennai,Fast Food,Zomato,Credit Card,,Returned,2496.21,58.68,279.31,,88,13.97,5,34,4.9,1,,,
ORD132498,CUST6393,REST219,2022-08-02 16:48:29,Delhi,Continental,Zomato,UPI,Windy,Delayed,1892.68,51.81,176.82,1.6,62,9.73,2,58,2.2,0,,,
ORD268720,CUST7038,REST718,22-12-2022,Ahmedabad,Mughlai,Swiggy,UPI,Windy,Delivered,1017.72,78.3,161.89,2.6,0,14.49,5,23,4.2,0,,,
ORD790388,CUST5698,REST296,2023-02-27 22:04:25,Hyderabad,North Indian,Swiggy,u.p.i,Sunny,Returned,1907.14,30.14,90.0,3.9,113,14.33,7,58,2.5,0,,,
ORD205345,CUST5463,REST864,2023-03-29 10:56:00,Pune,Mughlai,Direct App,Cash,Cloudy,Cancelled,2101.25,78.9,251.14,3.7,87,1.25,4,54,2.1,1,,,0
ORD845279,CUST5224,REST133,2023-02-09 03:19:49,Mumbai,Mughlai,MagicPin,Credit Card,Rainy,Partial Refund,1120.6,26.14,167.66,2.0,52,,5,33,3.7,0,,,
ORD447411,CUST6797,REST832,2022-03-04 12:48:42,Mumbai,Continental,Zomato,Wallet,,Partial Refund,1005.93,68.04,74.84,1.4,103,4.08,9,38,4.3,0,,,
ORD559450,CUST6934,REST384,2022-08-29 02:09:57,Hyderabad,Desserts,DotPe,UPI,Humid,Delayed,2058.65,76.56,26.47,2.9,19,2.03,1,43,3.5,0,,,1
ORD375581,CUST2917,REST653,2023-09-21 02:01:04,Hyderabad,Biryani,Swiggy,Wallet,Windy,Delivered,344.9,42.9,198.61,4.6,18,14.41,3,25,3.1,0,,,0
ORD879746,CUST2416,REST161,2022-02-22 03:48:51,Ahmedabad,South Indian,Swiggy,Cash,Humid,Delivered,560.25,54.41,,1.4,79,11.35,5,25,3.0,1,,,
ORD281276,CUST4361,REST761,06/09/2022,Bangalore,North Indian,Swiggy,UPI,Sunny,Returned,811.38,65.67,208.85,1.9,106,1.47,6,46,2.1,0,,,
ORD693643,CUST7240,REST686,2023-09-24 08:44:19,Bangalore,Continental,Direct App,,Humid,Returned,348.37,45.32,,3.3,54,4.62,4,44,4.4,0,,,
ORD743453,CUST3204,REST118,2024-01-26 09:29:38,Mumbai,Fast Food,None,UPI,Humid,Returned,86.72,37.95,72.56,2.5,112,1.05,8,35,4.4,0,,,0
ORD507333,CUST5155,REST187,2022-08-17 21:45:14,DELHI ,Mughlai,Direct App,Debit Card,Humid,Cancelled,385.71,52.61,176.29,2.5,47,9.07,4,42,2.8,0,,,1
ORD729153,CUST7753,REST264,2022-09-15 18:02:59,Bangalore,Biryani,DotPe,Credit Card,Humid,Cancelled,1900.91,18.06,130.77,1.6,42,0,6,20,2.7,1,,,
ORD776001,CUST3389,REST447,05 Nov 2022,Delhi,Chinese,MagicPin,Wallet,Windy,Delayed,872.24,56.45,201.23,4.9,,12.18,7,61,2.0,0,,,
ORD478356,CUST7793,REST935,2023-11-16 10:39:42,Bangalore,Chinese,Zomato,Credit Card,Rainy,Delayed,654.16,55.02,,1.4,115,,1,18,2.9,0,,,
ORD794178,CUST1185,REST314,2023-10-13 08:48:24,Delhi,Biryani,Zomato,Wallet,Sunny,Delayed,564.07,14.98,226.03,3.6,24,10.61,4,29,4.1,0,,,
ORD670053,CUST6993,REST456,2024-05-24 13:55:27,Ahmedabad,Mughlai,Direct App,Cash,Sunny,Cancelled,977.8,65.16,228.81,3.1,84,4.24,6,24,3.3,0,,,0
ORD651356,CUST9202,REST826,2023-03-23 19:36:05,Ahmedabad,Biryani,Zomato,UPI,Rainy,Delivered,2355.2,38.01,6.13,2.5,34,13.6,7,46,3.3,0,,,1
ORD911630,CUST2752,REST206,2023-08-18 17:50:47,Ahmedabad,Biryani,Direct App,Credit Card,Rainy,Partial Refund,441.44,4.09,277.7,4.6,89,-2,4,40,5.0,0,,,0
ORD441968,CUST2927,REST840,2024-01-14 08:56:06,Kolkata,Desserts,Direct App,Debit Card,Sunny,Delayed,1485.38,22.17,42.53,4.0,56,4.72,8,27,4.5,1,,,1
ORD396408,CUST6119,REST657,2023-06-13 11:17:53,Pune,Continental,Zomato,Cash,Rainy,Partial Refund,2056.22,8.0,192.39,4.6,113,,10,58,3.8,1,,,
ORD291936,CUST7698,REST505,12/08/2023,Hyderabad,Desserts,MagicPin,Cash,Cloudy,Cancelled,144.5,77.12,172.27,2.5,77,7.62,4,42,2.5,1,,,1
ORD467856,CUST2523,REST498,2024-04-17 22:59:59,Hyderabad,Fast Food,Swiggy,Debit Card,,Partial Refund,1356.05,8.14,265.38,,116,,1,35,2.8,1,,,
ORD623850,CUST3675,REST908,2024-01-01 21:32:31,Pune,Continental,MagicPin,Wallet,Sunny,Cancelled,825.52,17.38,267.16,3.8,18,7.43,10,29,4.1,0,,,1
ORD651356,CUST9202,REST826,2023-03-23 19:36:05,Ahmedabad,Biryani,Zomato,UPI,Rainy,Delivered,2355.2,38.01,6.13,2.5,34,13.6,7,46,3.3,0,,,
ORD514186,CUST9991,REST370,2023-10-31 02:10:10,Bangaluru,Mughlai,Direct App,Debit Card,Rainy,Delayed,1330.15,16.36,43.31,1.8,49,7.94,3,59,2.7,0,,,0
ORD302127,CUST6364,REST991,2022-09-26 05:05:44,Ahmedabad,North Indian,DotPe,Debit Card,Sunny,Partial Refund,2403.42,72.71,14.06,4.6,44,10.07,7,48,3.5,1,,,
ORD977740,CUST6793,REST953,2023-06-05 20:31:49,Kolkata,Fast Food,MagicPin,Cash on Delivery,Cloudy,Cancelled,1361.13,47.22,177.56,4.1,70,10.42,6,51,2.4,0,,,0
ORD832614,CUST7304,REST381,2023-03-01 18:01:08,Kolkata,Biryani,Direct App,Wallet,Humid,Returned,1102.66,6.65,92.05,5.0,24,5.64,8,,3.6,1,,,
ORD821673,CUST8014,REST962,2022-12-04 12:22:59,Bangalore,Biryani,MagicPin,Wallet,Windy,Partial Refund,1490.33,11.64,200.72,1.1,78,5.81,5,22,4.5,0,,,
ORD785315,CUST6558,REST738,2023-09-09 17:01:49,chennai,South Indian,Direct App,CreditCard,Humid,Delivered,597.0,17.39,105.33,2.2,53,5.52,1,39,4.1,1,,,0
ORD411847,CUST9069,REST806,2023-11-22 00:55:41,Pune,Mughlai,Direct App,Debit Card,Humid,Returned,1645.69,62.07,91.66,,120,10.87,6,41,3.8,0,,,0
ORD421727,CUST3945,REST195,2022-10-03 04:29:10,Chennai,South Indian,Direct App,UPI,Windy,Partial Refund,1879.86,30.16,2819.79,2.0,120,11.1,1,21,4.0,1,,,0
ORD722780,CUST7199,REST384,2022/06/15,new delhi,Continental,DotPe,Wallet,Windy,Cancelled,1179.7,6.63,,3.3,111,13.82,8,60,4.7,1,,,0
ORD725969,CUST9680,REST567,2022-07-17 17:37:59,Pune,Fast Food,Zomato,UPI,Humid,Delayed,1657.78,79.71,259.61,1.7,65,,8,54,3.4,0,,,
ORD144748,CUST1067,REST265,2023-08-30 13:10:12,Pune,Desserts,Swiggy,Credit Card,Sunny,Delivered,988.41,39.88,,2.9,118,,7,30,4.3,1,,,
ORD612438,CUST7564,REST385,2024-03-20 19:27:56,Pune,Desserts,MagicPin,,Cloudy,Partial Refund,2144.37,4.67,29.48,,62,13.55,7,38,3.0,0,,,
ORD244037,CUST4594,REST535,2022-06-20 06:21:18,Chennai,Fast Food,--,Debit Card,Rainy,Returned,801.88,3.8,5.23,3.5,24,5.52,3,,4.6,0,,,
ORD508060,CUST3906,REST425,2023-05-06 00:56:31,Mumbai,Mughlai,MagicPin,Credit Card,Windy,Returned,1731.99,19.46,173.82,2.3,25,,10,21,3.9,0,,,
ORD981639,CUST7088,REST599,2023-01-05 03:52:11,Bengaluru,Italian,MagicPin,Cash,Sunny,Partial Refund,1391.06,35.78,92.91,2.2,70,14.64,5,,2.2,0,,,
ORD507135,CUST8317,REST652,2024-02-25 04:20:07,Pune,Mughlai,Direct App,UPI,Sunny,Partial Refund,865.46,34.87,69.0,1.5,,6.31,1,,2.6,1,,,
ORD334639,CUST9346,REST137,2022-05-26 03:15:48,Kolkata,Italian,Swiggy,UPI,,Delayed,2049.56,34.03,144.39,1.0,17,7.6,3,,3.1,1,,,
ORD699544,CUST1025,REST189,2023-01-07 12:50:52,Delhi,South Indian,Swiggy,Wallet,Cloudy,Cancelled,106.50,14.73,9.9,5.0,37,3.21,2,53,4.7,1,,,0
ORD986486,CUST1890,REST874,06 Sep 2022,Delhi,Italian,MagicPin,,Sunny,Delayed,1093.24,5.14,26.93,3.8,55,7.57,3,63,4.4,1,,,1
ORD282927,CUST3725,REST296,2022-12-13 07:11:32,Mumbai,  Italian  ,DotPe,Wallet,Windy,Delayed,1175.2,1.99,274.9,3.3,61,,10,61,3.0,1,,,
ORD622669,CUST9887,REST104,2023-05-29 01:05:48,Bangalore,Mughlai,DotPe,Wallet,Cloudy,Returned,628.47,58.35,134.92,1.2,108,3.4,2,40,2.8,0,,,
ORD441819,CUST2526,REST395,2023-05-03 15:37:24,Kolkata,Street Food,Direct App,Cash on Delivery,Humid,Delayed,499.51,68.42,211.76,3.7,89,5.58,6,65,4.0,0,,,0
ORD715551,CUST7349,REST885,2023-02-19 17:39:16,Mumbai,Biryani,Direct App,Credit Card,Windy,Delivered,1036.53,55.06,177.58,1.9,0,5.09,8,24,2.2,0,,,
ORD460437,CUST8749,REST202,2024-01-10 14:02:15,Mumbai,Desserts,DotPe,UPI,Windy,Delayed,1227.08,41.59,27.89,2.8,88,5.75,9,22,4.7,1,,,
ORD738543,CUST6826,REST148,2024-03-17 16:00:25,mumbai,North Indian,Swiggy,Debit Card,Cloudy,Returned,589.01,68.37,68.05,4.3,114,10.34,7,57,4.0,1,,,0
ORD425790,CUST9026,REST103,2023-10-22 03:23:01,mUMBAI,South Indian,Zomato,UPI,Windy,Cancelled,2158.79,68.64,241.99,3.3,82,,8,60,3.5,0,,,0
ORD656127,CUST9770,REST901,2022-01-26 23:35:45, Mumbai,South Indian,MagicPin,u.p.i,Rainy,Delivered,1174.66,79.92,63.33,1.6,27,4.19,8,35,4.8,1,,,
ORD790077,CUST4675,REST722,2023-03-08 19:36:25,mumbai,Mughlai,DotPe,Wallet,Humid,Delayed,156.18,55.73,234.27,,,8.15,1,39,3.4,1,,,
ORD717265,CUST9444,REST910,2023-08-13 20:01:30,Chennai,Continental,MagicPin,,Cloudy,Returned,1557.47,69.71,,4.9,67,14.95,7,20,2.1,1,,,
ORD270820,CUST9931,REST523,2023-06-20 04:26:31,Kolkata,South Indian,Direct App,Cash,Rainy,Delivered,2364.08,7.5,93.22,2.1,,4.45,3,65,4.8,0,,,1
ORD668458,CUST8808,REST920,2022-08-02 04:29:03,Kolkata,Mughlai,Zomato,Wallet,Rainy,Returned,264.44,46.94,174.87,3.1,70,5.87,3,56,2.5,0,,,1
ORD357724,CUST5445,REST252,2022-05-13 14:36:50,Delhi,South Indian,DotPe,CreditCard,Humid,Delayed,1796.8,0.35,13.41,2.3,58,11.63,5,64,3.8,0,,,
ORD853905,CUST4707,REST604,2023-04-09 21:05:11,Hyderabad,Street Food,Direct App,UPI,Sunny,Returned,711.45,63.0,195.12,3.1,59,3.3,4,30,2.7,0,,,
ORD764000,CUST6021,REST678,2022-01-15 04:49:06,Chennai,Desserts,MagicPin,,Sunny,Partial Refund,1771.46,5.65,83.79,2.8,110,5.99,7,29,4.0,0,,,0
ORD541307,CUST5404,REST120,2023-06-02 18:38:15,Delhi,Fast Food,Zomato,Credit Card,Windy,Returned,1788.25,19.61,,4.8,39,3.91,6,44,2.7,1,,,0
ORD901164,CUST3215,REST208,2022-05-12 23:25:40,Hyderabad,Mughlai,Swiggy,,Sunny,Cancelled,188.87,41.92,59.7,1.6,36,6.44,3,40,3.7,1,,,0
ORD956156,CUST3100,REST919,2023-03-20 02:51:43,Kolkata,Biryani,Swiggy,,Humid,Delayed,2484.63,39.51,,2.8,26,0.98,7,56,3.4,1,,,0
ORD249289,CUST8054,REST334,2022-06-28 21:50:16,Hyderabad,Fast Food,Direct App,,Rainy,Returned,2197.61,67.93,178.3,3.7,49,3.76,10,,4.9,1,,,
ORD551533,CUST2394,REST469,2023-10-18 08:53:15,Ahmedabad,Italian,DotPe,Cash,Humid,Returned,1117.24,79.41,138.3,4.7,115,1.44,6,56,4.7,1,,,
ORD809147,CUST8711,REST676,2023-04-14 18:35:36,Kolkata,  Street Food  ,Swiggy,Wallet,Rainy,Cancelled,1111.77,50.35,168.71,2.2,62,0.68,4,32,4.2,0,,,
ORD911102,CUST1521,REST756,2023-06-21 19:37:12,Hyderabad,Biryani,Zomato,UPI,Cloudy,Returned,1630.3,39.42,176.96,4.2,117,2.01,1,19,2.8,0,,,0
ORD516176,CUST7302,REST481,2022-12-13 17:53:58,Chennai,Italian,Zomato,UPI,Windy,Delivered,1209.32,60.13,113.56,4.5,114,14.85,9,40,2.3,1,,,
ORD988217,CUST6634,REST253,2023-09-18 06:36:18,Ahmedabad,Mughlai,MagicPin,Debit Card,Windy,Delivered,2201.95,34.42,58.96,2.3,11,11.41,5,61,3.7,0,,,
ORD602985,CUST1301,REST457,05-08-2022,Kolkata,Street Food,DotPe,Wallet,Rainy,Returned,962.08,31.19,198.6,4.6,112,5.29,3,29,3.4,0,,,
ORD520245,CUST1476,REST217,2024-06-17 09:00:24,Ahmedabad,NA,Swiggy,Credit Card,,Returned,1136.72,35.89,158.16,1.1,95,1.32,4,65,2.2,0,,,1
ORD834611,CUST5041,REST747,2022-03-29 16:23:10,Kolkata,Mughlai,Direct App,UPI,Humid,Cancelled,1139.74,25.77,63.43,2.3,88,11.92,10,49,2.2,0,,,1
ORD979414,CUST3518,REST415,2023-10-28 13:10:14,Mumbai,Biryani,Direct App,Wallet,Windy,Partial Refund,558.25,10.31,214.75,4.0,38,13.55,8,24,4.0,1,,,
ORD601207,CUST4707,REST508,2022-12-24 11:08:57,chennai,Street Food,Zomato,Credit Card,Cloudy,Delivered,2170.58,27.89,9.8,4.7,116,,7,42,4.6,1,,,1
ORD536181,CUST6781,REST110,2023-07-28 13:22:10,Chenai,North Indian,MagicPin,Cash,Windy,Returned,2143.8,62.82,69.8,5.0,45,6.39,8,58,2.3,0,,,
ORD195563,CUST3224,REST270,2023-12-02 19:16:13,Bangalore,unknown,Zomato,Wallet,Humid,Cancelled,1605.0,29.55,8.22,3.9,112,7.41,7,44,4.7,0,,,1
ORD480992,CUST9250,REST947,2023-05-15 14:40:35,Bangalore,Desserts,Swiggy,Debit Card,Rainy,Cancelled,234.01,13.66,26.28,2.2,31,10.46,6,35,3.7,0,,,1
ORD986392,CUST1209,REST552,2023-07-12 15:43:16,Pune,Chinese,MagicPin,Debit Card,Rainy,Delayed,1521.65,23.08,6.51,1.0,66,13.77,1,35,4.8,1,,,
ORD202430,CUST8640,REST391,2024-04-17 06:31:47,Hyderabad,Chinese,Zomato,,Cloudy,Delayed,255.93,32.43,239.53,3.2,10,9.25,5,48,4.0,0,,,0
ORD827213,CUST1619,REST480,2023-06-26 20:19:29,Mumbai,Fast Food,Direct App,Wallet,Cloudy,Cancelled,2019.46,7.98,279.29,3.6,57,2.4,3,48,3.6,1,,,0
ORD812565,CUST7171,REST625,2023-11-18 08:49:18,Mumbai,Fast Food,Zomato,Debit Card,Cloudy,Delayed,908.69,79.17,222.11,2.3,,9.92,7,28,3.1,1,,,
ORD797860,CUST8595,REST728,2023-02-02 15:11:13,Chennai,Chinese,MagicPin,Cash,Windy,Returned,2066.26,11.3,260.48,4.7,40,,1,50,2.5,0,,,
ORD317722,CUST1886,REST341,2023-07-25 15:14:23,Delhi,  Continental  ,MagicPin,UPI,Humid,Partial Refund,387.76,17.09,128.75,2.1,81,10.93,9,58,2.0,0,,,0
ORD101885,CUST1408,REST763,2023-05-18 02:04:35,Pune,Desserts,MagicPin,UPI,Windy,Delayed,299.11,39.64,27.82,2.7,42,14.8,6,59,2.3,0,,,0
ORD516774,CUST6415,REST251,2024-03-08 11:10:38,Chennai,Continental,DotPe,Cash,Humid,Delayed,2373.0,66.88,291.28,,-5,8.56,2,59,2.1,1,,,0
ORD580412,CUST5483,REST953,2023-12-12 23:31:53,Mumbai,NULL,Zomato,UPI,Humid,Delayed,648.82,72.1,212.17,1.6,76,,2,,2.4,0,,,0
ORD286266,CUST2877,REST743,2023-01-03 04:51:58,Kolkata,Continental,Zomato,,Humid,Delivered,1231.65,16.67,146.52,2.6,101,0.59,4,39,4.0,1,,,1
ORD413305,CUST1578,REST186,2023-02-20 12:04:00,Delhi,Desserts,Zomato,Wallet,Sunny,Cancelled,422.05,48.62,120.07,2.9,100,12.54,6,55,3.7,1,,,0
ORD205896,CUST1475,REST260,2022-07-13 08:45:52,Mumbai,Biryani,Swiggy,Wallet,Humid,Returned,529.17,53.3,292.63,4.4,107,3.42,1,56,3.8,0,,,
ORD636141,CUST6410,REST420,2023-01-07 17:39:21,Hyderabad,Continental,Direct App,UPI,Rainy,Returned,2131.72,50.61,233.03,1.5,62,4.55,1,26,4.5,1,,,
ORD344068,CUST6118,REST610,2022-05-23 12:58:27,Kolkata,Street Food,MagicPin,Cash,Humid,Delayed,314.58,46.37,42.18,,,,7,36,3.7,0,,,
ORD927406,CUST2235,REST819,2022-11-14 07:20:05,Pune,Desserts,DotPe,UPI,Cloudy,Partial Refund,2161.96,7.07,3242.94,4.9,87,,9,45,3.7,0,,,
ORD597126,CUST2387,REST511,2023-01-25 07:14:35,Pune,Mughlai,Zomato,Wallet,Windy,Delayed,1990.82,53.42,72.71,2.1,25,3.96,7,44,4.4,0,,,1
ORD550179,CUST6824,REST931,2022-02-27 12:11:28,Delhi,Desserts,MagicPin,Cash,Windy,Partial Refund,2219.95,63.44,37.5,1.6,68,6.93,1,53,4.0,0,,,0
ORD950069,CUST7436,REST697,2023-06-12 21:34:53,Mumabi,Desserts,MagicPin,Credit Card,Cloudy,Delayed,2004.87,38.67,3007.3,4.5,56,4.09,1,49,2.5,1,,,
ORD514186,CUST9991,REST370,2023-10-31 02:10:10,Bangalore,Mughlai,Direct App,Debit Card,Rainy,Delayed,1330.14,16.36,43.31,1.8,49,7.94,3,59,2.7,0,,,1
ORD611751,CUST1193,REST419,2024-04-16 00:32:24,Ahmedabad,Street Food,Zomato,UPI,Windy,Returned,2238.29,51.4,239.81,1.9,106,6.18,9,39,2.8,1,,,
ORD459743,CUST4992,REST169,2023-08-18 06:11:20,Bangalore,Continental,Direct App,Cash,Rainy,Partial Refund,2069.84,79.52,259.42,,64,8.66,3,44,4.7,0,,,
ORD672547,CUST5556,REST963,2022-04-13 09:22:19,Bangalore,Fast Food,DotPe,Debit Card,Cloudy,Partial Refund,626.65,5.34,264.95,,86,8.17,5,54,4.6,1,,,
ORD355761,CUST3406,REST322,2023-04-20 02:20:24,Ahmedabad,Desserts,Zomato,Wallet,Windy,Cancelled,2089.68,53.03,223.89,3.0,13,2.24,5,59,2.3,1,,,0
ORD150760,CUST7906,REST310,06 Dec 2023,Kolkata,Chinese,Direct App,Wallet,Cloudy,Delivered,760.94,30.18,191.88,1.6,65,8.93,6,45,3.1,0,,,1
ORD746081,CUST6172,REST898,2023-05-23 17:41:41,Bangalore,North Indian,Swiggy,UPI,Sunny,Partial Refund,1210.79,23.77,138.92,2.6,102,4.65,9,34,3.7,1,,,
ORD406849,CUST4580,REST667,2022-11-06 16:42:17,Ahmedabad,Italian,MagicPin,Debit Card,Sunny,Cancelled,1058.96,62.38,13.18,3.6,26,2.59,10,22,4.7,0,,,
ORD838253,CUST6792,REST775,2023-01-20 03:23:23,Kolkata,South Indian,DotPe,Credit Card,Humid,Returned,1236.34,25.49,241.8,2.4,29,10.59,7,46,3.8,1,,,0
ORD465249,CUST3276,REST310,2022-03-06 23:29:34,Bangalore,Fast Food,Zomato,Cash,Humid,Delayed,664.83,58.51,85.73,4.4,11,8.1,7,43,4.9,1,,,0
ORD475623,CUST6621,REST138,2023-08-12 17:44:43,Bangalore,Biryani,MagicPin,COD,Windy,Returned,1471.31,72.31,62.19,4.2,120,1.93,7,59,4.7,1,,,
ORD501312,CUST8752,REST983,2022-07-04 00:11:39,Pune,Continental,Swiggy,UPI,,Delivered,948.62,18.11,228.18,1.2,79,6.89,2,40,4.4,1,,,
ORD985364,CUST7152,REST352,2023-08-10 10:05:02,Ahmedabad,Desserts,Direct App,Cash,Humid,Delivered,325.78,13.34,208.22,3.9,80,5.9,3,,4.7,0,,,1
ORD478356,CUST7793,REST935,2023-11-16 10:39:42,Bangalore,Chinese,Zomato,Credit Card,Rainy,Delayed,654.16,55.02,,1.4,115,,1,18,2.9,0,,,
ORD578933,CUST7002,REST412,2022-11-06 11:20:52,Bangalore,North Indian,DotPe,Wallet,Cloudy,Delayed,1533.54,55.85,104.79,1.5,14,0.53,2,62,2.6,1,,,0
ORD346415,CUST1022,REST713,2023-10-04 01:43:54,Pune,North Indian,MagicPin,Wallet,Rainy,Cancelled,1799.82,49.74,137.32,4.2,49,9.47,1,46,4.2,1,,,
ORD541557,CUST2738,REST989,2024-04-17 16:05:53,Pune,South Indian,Swiggy,Cash,Cloudy,Returned,636.31,65.68,124.49,4.7,99,4.45,8,34,2.8,0,,,0
ORD158624,CUST9582,REST704,2024-05-31 17:25:17,Kolkata,North Indian,Swiggy,UPI,Sunny,Partial Refund,514.0,54.5,181.05,3.9,73,2.29,3,27,3.6,0,,,
ORD532005,CUST5792,REST136,2023-08-02 21:16:54,BLR,Chinese,Zomato,Credit Card,Cloudy,Delayed,2092.6,0.61,,3.8,59,4.33,8,52,3.4,0,,,1
ORD458411,CUST2525,REST289,2022-05-26 04:10:44,Bangalore,Continental,MagicPin,Wallet,Windy,Delivered,738.96,16.22,51.72,4.9,37,5.98,10,,4.9,1,,,
ORD959793,CUST5920,REST220,2023-08-01 01:32:28,Ahmedabad,Continental,Swiggy,Wallet,Windy,Returned,724.35 INR,10.65,292.67,3.6,104,5.02,6,63,2.1,0,,,1
ORD840282,CUST9908,REST977,2024-06-19 23:23:59,new delhi,Fast Food,MagicPin,Wallet,Windy,Returned,2036.66,72.69,16.65,4.6,87,8.19,2,18,2.9,0,,,1
ORD764406,CUST1533,REST538,2023-10-15 12:55:29,Ahmedabad,North Indian,Swiggy,UPI,,Returned,503.51,50.3,187.03,,91,7.96,3,50,2.0,0,,,0
ORD309100,CUST9857,REST260,2024-04-28 14:32:30,Ahmedabad,Mughlai,MagicPin,,Cloudy,Delayed,1629.33,54.42,161.38,3.0,67,6.2,6,39,3.6,1,,,
ORD408054,CUST7533,REST854,2023-07-18 03:51:57,Hyderabad,Street Food,MagicPin,Wallet,Windy,Partial Refund,879.93,49.15,,2.9,56,1.62,2,27,3.2,1,,,1
ORD514812,CUST8485,REST801,2023-01-13 23:29:44,Bangalore,Desserts,DotPe,CreditCard,Sunny,Delayed,1502.55,64.99,93.05,4.5,104,6.1,10,58,4.6,0,,,
ORD683390,CUST9720,REST579#,2023-06-10 21:57:23,Bangalore,Fast Food,Zomato,UPI,Windy,Returned,1879.5,62.55,171.86,1.2,72,3.05,2,48,4.1,1,,,1
ORD274418,CUST3299,REST934,2023-04-15 22:39:23,Mumbai,Street Food,DotPe,COD,Cloudy,Returned,2354.79,25.87,150.56,2.0,81,6.04,7,24,2.5,1,,,
